Date,Description,Amount
2024-04-07,Restaurant,-134.98
2024-05-06,Online Store,-296.92
2024-05-01,Grocery,208.67
2024-07-07,Restaurant,200.56
2024-01-28,Grocery,40.26
2024-05-24,Fuel,490.85
2024-04-29,RideShare,-467.0
2024-11-27,Coffee Shop,-37.58
2024-05-18,RideShare,318.92
2024-06-23,Utilities,398.52
2024-04-24,Online Store,127.59
2024-10-16,RideShare,141.94
2024-10-03,Gym,-391.56
2024-07-12,Utilities,-463.19
2024-11-05,Fuel,239.5
2024-12-18,Utilities,263.47
2024-02-05,Grocery,221.11
2024-10-28,Fuel,106.58
2024-10-07,Online Store,150.46
2024-09-06,Utilities,389.36
2024-05-27,"RideShare, Special",102.16
2024-05-11,"Restaurant, Special",-149.61
2024-11-18,Restaurant,370.11
2024-03-17,Gym,431.4
2024-07-07,"RideShare, Special",-2.54
2024-07-14,"Gym, Special",-239.04
2024-04-02,Grocery,380.74
2024-06-13,Pharmacy,441.79
2024-04-03,RideShare,161.64
2024-03-22,"Pharmacy, Special",-371.33
2024-11-19,Pharmacy,319.08
2024-02-03,Fuel,12.53
2024-01-11,"Fuel, Special",106.36
2024-04-22,Pharmacy,87.64
2024-02-04,Utilities,71.77
2024-10-11,Fuel,-451.04
2024-04-10,Coffee Shop,-93.78
2024-03-27,"Streaming Service, Special",429.07
2024-12-08,Streaming Service,323.28
2024-09-10,Grocery,171.02
2024-08-25,Coffee Shop,6.52
2024-02-21,Fuel,-73.2
2024-12-01,Utilities,-194.09
2024-01-15,RideShare,135.74
2024-10-31,Gym,298.16
2024-12-17,Fuel,317.44
2024-03-17,Grocery,315.95
2024-03-02,Online Store,-259.84
2024-10-18,RideShare,230.61
2024-12-09,Utilities,-455.12
2024-09-10,Gym,-33.02
2024-05-16,Streaming Service,-27.12
2024-07-04,Streaming Service,-369.28
2024-02-27,RideShare,-237.86
2024-08-18,Restaurant,107.21
2024-07-10,Utilities,166.67
2024-06-19,Streaming Service,37.05
2024-07-09,Pharmacy,90.25
2024-03-04,Coffee Shop,273.02
2024-02-11,Utilities,197.03
2024-05-10,Pharmacy,-376.91
2024-07-14,RideShare,-410.95
2024-08-03,Utilities,-289.18
2024-05-02,Grocery,-423.7
2024-10-11,RideShare,-460.39
2024-11-24,Pharmacy,15.6
2024-09-01,Gym,-170.58
2024-06-18,Coffee Shop,-328.34
2024-03-10,Utilities,275.55
2024-09-08,Restaurant,-376.11
2024-04-05,Streaming Service,90.89
2024-12-06,Utilities,246.01
2024-03-03,RideShare,473.55
2024-03-06,Coffee Shop,-417.3
2024-11-26,RideShare,-164.35
2024-01-05,Online Store,-223.1
2024-08-12,Gym,144.17
2024-01-29,Gym,-17.64
2024-12-04,RideShare,280.97
2024-10-15,Fuel,-296.16
2024-03-05,Restaurant,140.74
2024-04-15,Gym,424.99
2024-02-09,Fuel,-5.05
2024-01-17,Utilities,468.69
2024-03-21,Grocery,15.57
2024-04-06,Pharmacy,354.64
2024-08-18,Gym,-313.55
2024-11-09,Restaurant,76.62
2024-07-27,Streaming Service,326.78
2024-08-23,Grocery,37.11
2024-06-15,Grocery,259.02
2024-04-26,Utilities,-227.41
2024-02-24,Grocery,-432.54
2024-06-02,Coffee Shop,279.52
2024-10-30,RideShare,-307.05
2024-05-22,Utilities,420.82
2024-01-01,Fuel,299.7
2024-09-15,Streaming Service,114.95
2024-11-08,Utilities,-285.87
2024-03-20,Utilities,-51.7
2024-06-13,Online Store,296.57
2024-11-20,Fuel,-175.05
2024-09-12,Grocery,-200.43
2024-07-08,Pharmacy,-407.49
2024-07-29,Restaurant,378.79
2024-03-23,Pharmacy,332.17
2024-06-20,Gym,489.14
2024-01-02,Coffee Shop,330.53
2024-06-23,Restaurant,122.98
2024-12-22,Coffee Shop,-250.04
2024-05-25,Grocery,360.1
2024-08-15,Online Store,-270.93
2024-07-16,Pharmacy,418.33
2024-11-15,Gym,-240.81
2024-12-16,Grocery,-449.36
2024-01-26,Online Store,25.49
2024-02-09,Grocery,495.21
2024-07-02,Fuel,-162.7
2024-02-08,Restaurant,238.14
2024-03-31,Grocery,-334.54
2024-11-20,Fuel,-100.64
2024-07-15,"Streaming Service, Special",107.37
2024-08-11,Restaurant,-414.11
2024-06-20,Restaurant,-281.67
2024-04-10,Pharmacy,230.82
2024-01-07,Coffee Shop,480.52
2024-11-01,Fuel,-68.91
2024-06-12,Streaming Service,146.8
2024-02-20,Gym,48.8
2024-10-16,Grocery,-322.32
2024-06-04,Utilities,-414.36
2024-10-26,Fuel,-397.36
2024-05-24,Coffee Shop,410.49
2024-05-18,Streaming Service,-389.84
2024-01-04,Fuel,13.23
2024-07-04,Pharmacy,81.08
2024-10-24,Fuel,-331.59
2024-06-13,"Coffee Shop, Special",-379.29
2024-03-24,Grocery,-198.03
2024-01-22,Coffee Shop,402.17
2024-11-27,Restaurant,-64.16
2024-09-14,Streaming Service,-109.0
2024-07-05,Utilities,-425.9
2024-10-04,Coffee Shop,439.5
2024-11-03,Fuel,-114.41
2024-12-08,Gym,451.65
2024-08-01,Restaurant,193.85
2024-10-22,Fuel,466.66
2024-04-07,Coffee Shop,59.75
2024-01-14,Fuel,-438.36
2024-06-10,Coffee Shop,-140.7
2024-09-30,Coffee Shop,-264.18
2024-04-03,Streaming Service,215.27
2024-01-07,Coffee Shop,226.53
2024-05-08,Pharmacy,-106.93
2024-02-11,Online Store,-341.9
2024-03-12,Gym,335.03
2024-05-09,Coffee Shop,-76.09
2024-01-21,RideShare,-470.36
2024-03-09,Utilities,-302.1
2024-11-20,Utilities,-6.51
2024-12-27,Pharmacy,409.96
2024-06-03,Grocery,200.8
2024-09-12,RideShare,-424.96
2024-08-17,Gym,-207.89
2024-12-18,"Grocery, Special",332.56
2024-12-23,Grocery,-129.63
2024-02-07,Grocery,314.38
2024-11-02,RideShare,-355.36
2024-08-24,Coffee Shop,-317.15
2024-06-26,Restaurant,-63.13
2024-12-07,Streaming Service,-292.63
2024-04-01,RideShare,-65.6
2024-12-29,Online Store,-180.94
2024-04-04,Online Store,-396.6
2024-10-09,Coffee Shop,11.29
2024-04-07,Pharmacy,470.25
2024-11-16,Coffee Shop,-40.58
2024-11-29,Pharmacy,-21.9
2024-01-21,Restaurant,376.4
2024-06-29,RideShare,-269.02
2024-09-23,Utilities,78.81
2024-02-06,Fuel,181.69
2024-10-30,Coffee Shop,150.8
2024-06-12,Online Store,-32.42
2024-01-30,"Gym, Special",-30.72
2024-12-01,Grocery,-125.04
2024-10-12,Streaming Service,402.39
2024-10-16,Restaurant,109.42
2024-07-23,Online Store,-43.93
2024-09-15,Pharmacy,-85.4
2024-02-06,Online Store,-488.52
2024-06-15,Utilities,110.89
2024-05-11,Streaming Service,-141.0
2024-03-28,Coffee Shop,82.7
2024-06-21,Fuel,346.11
2024-04-06,Grocery,112.33
2024-06-28,Restaurant,-86.53
2024-12-03,Gym,247.66
2024-02-20,Grocery,-2.12
2024-06-24,Fuel,477.33
2024-08-07,Online Store,-144.52
2024-11-05,Grocery,-164.83
2024-01-16,Restaurant,-262.65
2024-03-13,Coffee Shop,-365.69
2024-12-25,RideShare,286.85
2024-08-26,Grocery,-301.28
2024-12-13,Coffee Shop,325.54
2024-02-27,Coffee Shop,-58.65
2024-09-26,Utilities,70.2
2024-04-27,Gym,-192.79
2024-08-14,Gym,454.22
2024-03-02,Fuel,-58.76
2024-06-11,Utilities,257.42
2024-09-11,Online Store,-194.19
2024-04-15,Online Store,-394.84
2024-01-09,Streaming Service,-338.03
2024-05-03,Grocery,232.0
2024-06-20,Utilities,173.33
2024-01-14,Grocery,427.78
2024-02-18,Streaming Service,-256.55
2024-08-01,Restaurant,-127.78
2024-02-17,Grocery,-371.01
2024-09-13,Coffee Shop,206.42
2024-01-13,Streaming Service,-454.46
2024-09-22,Restaurant,-437.32
2024-11-20,Streaming Service,-54.38
2024-11-19,Online Store,-435.77
2024-10-17,Utilities,361.88
2024-01-06,Online Store,462.65
2024-05-23,Online Store,164.29
2024-05-10,Online Store,-193.21
2024-03-07,"Fuel, Special",-138.78
2024-01-24,Grocery,-104.9
2024-02-03,Grocery,-389.47
2024-03-03,Online Store,-166.04
2024-08-21,Utilities,-452.67
2024-08-29,Coffee Shop,-372.1
2024-04-28,Utilities,-76.74
2024-12-20,RideShare,-414.91
2024-07-12,Fuel,300.74
2024-11-03,Streaming Service,54.32
2024-10-10,RideShare,-23.88
2024-08-12,Gym,-282.26
2024-09-02,RideShare,-371.21
2024-04-19,Utilities,33.03
2024-10-20,Online Store,143.22
2024-03-23,Grocery,-23.45
2024-01-20,Restaurant,86.93
2024-06-12,Gym,-90.11
2024-09-18,Fuel,290.37
2024-04-24,Restaurant,55.52
2024-12-17,Grocery,474.48
2024-12-02,Pharmacy,227.91
2024-01-21,Online Store,295.36
2024-06-27,RideShare,10.0
2024-11-13,Online Store,-393.96
2024-10-03,Gym,-108.7
2024-03-12,Grocery,-221.07
2024-06-05,Utilities,-264.46
2024-04-03,RideShare,63.54
2024-05-08,Grocery,-272.1
2024-06-09,Pharmacy,-491.57
2024-01-28,RideShare,-425.3
2024-06-30,Online Store,156.73
2024-04-05,Grocery,-153.63
2024-12-15,Gym,255.76
2024-12-10,Gym,436.97
2024-01-19,RideShare,418.39
2024-12-28,Utilities,-43.97
2024-12-23,Streaming Service,38.05
2024-10-27,Coffee Shop,397.49
2024-03-10,Fuel,-468.72
2024-01-20,RideShare,179.14
2024-01-05,"Restaurant, Special",256.1
2024-06-07,RideShare,-431.95
2024-03-04,Coffee Shop,-394.35
2024-08-15,Gym,37.41
2024-01-08,Restaurant,387.72
2024-12-21,Restaurant,-91.15
2024-02-11,Streaming Service,451.04
2024-03-17,Pharmacy,-207.66
2024-09-11,Grocery,62.95
2024-07-31,RideShare,305.2
2024-03-01,Streaming Service,278.59
2024-04-28,Online Store,-36.76
2024-01-25,Restaurant,-275.87
2024-01-15,RideShare,-192.04
2024-07-11,Pharmacy,66.29
2024-11-10,RideShare,-243.63
2024-12-13,Grocery,139.09
2024-01-30,Restaurant,-272.42
2024-02-21,RideShare,94.8
2024-09-13,Utilities,-238.88
2024-10-20,Coffee Shop,-477.67
2024-09-27,Fuel,434.9
2024-04-08,Grocery,-73.99
2024-05-27,Online Store,-416.26
2024-05-15,Gym,315.59
2024-02-19,Streaming Service,-333.95
2024-07-07,Utilities,316.88
2024-01-30,Grocery,-257.97
2024-08-23,Restaurant,342.88
2024-06-30,Pharmacy,-31.0
2024-01-15,Gym,-361.93
2024-02-16,Coffee Shop,-426.96
2024-06-21,Restaurant,-433.54
2024-10-30,Grocery,-472.23
2024-01-06,RideShare,237.01
2024-11-28,Utilities,284.06
2024-07-03,Coffee Shop,477.77
2024-06-07,Restaurant,364.61
2024-08-12,Online Store,-134.46
2024-04-12,Streaming Service,-363.91
2024-08-05,Fuel,-90.64
2024-12-16,Gym,121.17
2024-11-08,Restaurant,-358.33
2024-12-25,Fuel,351.02
2024-06-17,Gym,263.19
2024-06-11,Streaming Service,-98.52
2024-03-06,Utilities,33.86
2024-05-18,Utilities,352.1
2024-06-08,Grocery,-308.5
2024-04-09,Gym,93.16
2024-06-27,Streaming Service,-293.75
2024-12-08,Gym,-328.61
2024-09-22,Grocery,426.06
2024-09-10,"Gym, Special",-2.93
2024-12-06,Streaming Service,186.13
2024-11-18,RideShare,-139.29
2024-05-30,Coffee Shop,-219.5
2024-12-25,RideShare,-17.58
2024-05-26,Restaurant,-235.46
2024-10-27,"Online Store, Special",-72.86
2024-01-28,Grocery,-113.47
2024-09-29,Streaming Service,-109.83
2024-10-06,Pharmacy,241.72
2024-08-22,Gym,302.33
2024-09-11,RideShare,285.16
2024-10-14,Gym,365.34
2024-11-30,"Pharmacy, Special",-399.32
2024-03-03,Grocery,-245.84
2024-08-27,Coffee Shop,-246.72
2024-06-30,Online Store,-456.48
2024-08-10,Grocery,491.64
2024-04-23,Coffee Shop,243.17
2024-08-27,Grocery,-356.68
2024-03-10,Gym,392.76
2024-02-23,RideShare,-375.62
2024-07-20,Grocery,-128.27
2024-11-28,Online Store,478.53
2024-10-26,Restaurant,134.62
2024-09-17,Streaming Service,-232.56
2024-03-20,RideShare,-142.51
2024-12-17,Online Store,286.36
2024-09-12,Utilities,69.91
2024-05-14,Gym,-193.71
2024-12-23,Gym,-145.96
2024-08-21,Streaming Service,-326.7
2024-04-08,Fuel,374.08
2024-12-14,Coffee Shop,-393.53
2024-04-27,Coffee Shop,431.78
2024-05-23,Grocery,99.7
2024-04-16,Pharmacy,414.23
2024-08-31,Pharmacy,-91.34
2024-05-18,Grocery,-223.23
2024-01-21,Restaurant,-110.56
2024-12-05,Gym,-336.63
2024-07-12,Online Store,457.0
2024-01-09,"Gym, Special",-364.14
2024-03-08,Streaming Service,-338.06
2024-09-01,Restaurant,-161.49
2024-07-01,Coffee Shop,432.06
2024-03-10,RideShare,399.92
2024-09-08,RideShare,-317.44
2024-11-15,Online Store,-235.01
2024-04-27,RideShare,287.54
2024-08-13,Streaming Service,107.91
2024-10-23,Coffee Shop,458.52
2024-03-02,"Grocery, Special",-120.64
2024-09-07,RideShare,-432.29
2024-04-09,Restaurant,196.91
2024-07-16,Utilities,-117.34
2024-06-24,Online Store,-431.72
2024-07-01,RideShare,469.59
2024-07-01,"Coffee Shop, Special",67.79
2024-04-09,Fuel,-278.02
2024-12-06,Utilities,-448.26
2024-11-14,Online Store,-32.93
2024-04-26,Fuel,112.3
2024-04-08,Restaurant,242.08
2024-09-21,Gym,478.7
2024-03-22,RideShare,497.68
2024-11-06,Grocery,-88.03
2024-01-10,Grocery,-27.93
2024-03-29,Grocery,128.26
2024-02-13,Coffee Shop,-378.76
2024-10-26,Restaurant,-254.69
2024-11-25,Gym,272.43
2024-03-08,Online Store,312.86
2024-11-13,Utilities,-35.44
2024-06-28,Fuel,-54.52
2024-11-13,Grocery,-303.39
2024-10-09,Streaming Service,294.37
2024-01-02,Utilities,-432.96
2024-06-21,Grocery,295.3
2024-05-23,Fuel,432.76
2024-01-25,RideShare,46.26
2024-09-09,Gym,281.37
2024-06-15,Gym,-161.92
2024-01-03,Utilities,253.06
2024-06-04,"Gym, Special",118.61
2024-08-12,Coffee Shop,-109.17
2024-11-14,Restaurant,-372.06
2024-04-01,Streaming Service,-160.88
2024-10-03,Fuel,189.8
2024-01-21,Restaurant,418.86
2024-11-29,Streaming Service,162.13
2024-01-24,Restaurant,-353.76
2024-09-06,Pharmacy,-306.62
2024-05-31,Utilities,358.31
2024-05-26,Fuel,378.82
2024-07-12,RideShare,-466.49
2024-10-11,Streaming Service,194.98
2024-10-15,Streaming Service,364.89
2024-12-22,Gym,-53.48
2024-11-13,Fuel,-413.96
2024-07-21,Pharmacy,-348.76
2024-08-07,Restaurant,4.0
2024-11-15,Online Store,-49.98
2024-11-08,Gym,-27.29
2024-02-07,Coffee Shop,-287.24
2024-02-26,Pharmacy,-143.63
2024-12-09,Utilities,-352.78
2024-05-12,Online Store,-61.46
2024-01-08,Restaurant,-207.27
2024-09-04,Utilities,-155.44
2024-09-17,RideShare,286.37
2024-04-01,Pharmacy,402.77
2024-03-12,Grocery,273.46
2024-04-22,Coffee Shop,-291.66
2024-06-24,RideShare,-135.79
2024-09-04,Coffee Shop,-345.7
2024-05-07,"Grocery, Special",280.43
2024-08-22,Streaming Service,-151.07
2024-10-27,Fuel,-358.14
2024-06-05,Coffee Shop,-111.64
2024-01-11,Grocery,284.48
2024-01-01,Gym,311.2
2024-04-18,Pharmacy,-453.82
2024-04-15,Grocery,410.04
2024-02-07,Online Store,-94.34
2024-11-30,Online Store,15.58
2024-08-10,Streaming Service,390.03
2024-11-04,RideShare,302.7
2024-01-15,RideShare,-73.81
2024-01-13,RideShare,-122.67
2024-05-22,Online Store,-54.86
2024-01-27,Restaurant,-420.66
2024-12-04,RideShare,391.74
2024-05-25,Online Store,-62.32
2024-12-04,Pharmacy,410.43
2024-08-22,Pharmacy,-420.66
2024-07-02,RideShare,299.99
2024-01-04,Gym,-125.34
2024-09-13,Pharmacy,23.52
2024-05-28,Streaming Service,-192.39
2024-05-20,Coffee Shop,-138.45
2024-04-29,Fuel,225.79
2024-11-05,Streaming Service,-326.88
2024-04-16,Restaurant,-327.97
2024-11-20,Coffee Shop,213.76
2024-10-22,Utilities,24.15
2024-03-22,Fuel,285.48
2024-01-08,RideShare,-377.08
2024-03-11,Grocery,-226.9
2024-09-18,Restaurant,-148.89
2024-08-20,RideShare,330.05
2024-12-07,Restaurant,450.61
2024-11-28,Pharmacy,-203.3
2024-08-01,Streaming Service,-269.33
2024-02-13,Fuel,318.79
2024-06-07,Gym,-99.33
2024-12-07,RideShare,-100.5
2024-07-09,RideShare,-115.13
2024-05-08,RideShare,-453.13
2024-06-29,"Coffee Shop, Special",171.21
2024-06-24,Coffee Shop,-189.15
2024-06-13,Coffee Shop,-136.24
2024-05-27,Utilities,19.41
2024-09-27,Coffee Shop,1.28
2024-03-14,RideShare,240.4
2024-03-13,"Coffee Shop, Special",-423.0
2024-12-24,Streaming Service,-459.41
2024-11-06,Coffee Shop,36.21
2024-12-13,Online Store,-68.21
2024-12-17,"Restaurant, Special",-120.1
2024-09-02,Coffee Shop,360.84
2024-08-09,Online Store,-254.25
2024-02-14,Restaurant,-306.02
2024-10-05,Online Store,320.76
2024-05-02,Online Store,396.84
2024-02-25,Fuel,8.31
2024-12-08,Grocery,-248.41
2024-09-29,Gym,-1.85
2024-07-09,Coffee Shop,-144.52
2024-10-18,Pharmacy,-425.18
2024-04-08,Pharmacy,436.4
2024-06-26,RideShare,23.28
2024-06-11,Fuel,457.65
2024-10-06,Online Store,-43.72
2024-02-15,Online Store,468.88
2024-08-05,Utilities,376.77
2024-12-02,Online Store,42.61
2024-10-21,Gym,244.55
2024-08-11,Restaurant,153.33
2024-03-13,Gym,-112.93
2024-01-24,Fuel,249.97
2024-02-26,Pharmacy,360.71
2024-11-04,Restaurant,-79.09
2024-03-27,Utilities,301.71
2024-12-16,Streaming Service,-68.39
2024-07-04,Fuel,89.85
2024-04-07,Pharmacy,226.89
2024-11-06,Grocery,377.73
2024-03-08,RideShare,106.72
2024-01-30,Utilities,220.3
2024-12-12,Coffee Shop,-312.13
2024-12-04,RideShare,415.11
2024-03-04,Gym,72.13
2024-11-20,Restaurant,231.01
2024-07-14,Coffee Shop,315.51
2024-05-18,Pharmacy,-349.5
2024-02-18,Pharmacy,-91.97
2024-11-19,Online Store,485.41
2024-06-29,Grocery,-212.05
2024-03-08,Pharmacy,-259.42
2024-10-02,Fuel,-485.51
2024-01-28,RideShare,444.4
2024-10-31,Streaming Service,-434.45
2024-05-20,Coffee Shop,384.15
2024-09-27,Restaurant,448.07
2024-01-26,RideShare,-485.52
2024-11-03,Online Store,-253.25
2024-04-04,Streaming Service,84.26
2024-10-16,Utilities,-475.56
2024-05-15,"Restaurant, Special",427.87
2024-04-13,"Fuel, Special",119.74
2024-08-27,RideShare,57.26
2024-04-30,Gym,-258.47
2024-03-07,RideShare,143.07
2024-09-07,Pharmacy,-242.74
2024-07-22,Fuel,-56.19
2024-08-31,Online Store,-190.02
2024-02-24,Restaurant,-402.68
2024-07-18,Pharmacy,-160.41
2024-12-15,Online Store,298.64
2024-10-22,Coffee Shop,-320.77
2024-12-28,Grocery,461.72
2024-06-26,Grocery,-401.78
2024-05-10,Online Store,69.39
2024-08-11,Coffee Shop,354.68
2024-10-03,Utilities,-169.44
2024-04-02,Restaurant,-26.85
2024-04-20,Utilities,-368.4
2024-11-05,Grocery,418.96
2024-12-18,Utilities,486.4
2024-06-26,Utilities,196.82
2024-07-04,Gym,420.09
2024-05-27,Coffee Shop,239.4
2024-08-03,Coffee Shop,-466.4
2024-12-27,Pharmacy,221.64
2024-06-15,Utilities,-496.14
2024-05-21,Restaurant,-248.81
2024-04-20,Pharmacy,-249.02
2024-03-23,Utilities,-81.6
2024-02-17,Restaurant,190.02
2024-12-28,Grocery,-36.61
2024-03-17,Coffee Shop,457.64
2024-07-22,Streaming Service,-342.79
2024-09-17,Grocery,7.27
2024-08-16,Streaming Service,-17.6
2024-01-29,Utilities,-311.64
2024-07-09,"Online Store, Special",-456.4
2024-01-23,Grocery,-288.29
2024-03-12,Gym,360.47
2024-11-26,RideShare,384.71
2024-05-25,Pharmacy,-86.81
2024-09-02,Coffee Shop,-190.93
2024-08-24,Grocery,-225.78
2024-08-03,Online Store,211.74
2024-07-12,Gym,472.14
2024-12-09,Pharmacy,28.36
2024-02-03,Gym,-89.18
2024-04-12,Gym,-187.39
2024-04-14,Gym,256.3
2024-09-20,Gym,229.09
2024-09-12,Pharmacy,-113.4
2024-12-26,Utilities,79.92
2024-06-16,"Pharmacy, Special",285.64
2024-11-23,Online Store,-52.3
2024-06-10,Coffee Shop,343.01
2024-05-19,Streaming Service,-360.33
2024-01-05,Utilities,470.76
2024-03-06,Gym,-234.43
2024-06-29,RideShare,133.9
2024-04-11,RideShare,-270.15
2024-07-22,"Pharmacy, Special",-429.91
2024-03-14,Pharmacy,-442.58
2024-11-12,"RideShare, Special",-422.52
2024-09-06,Coffee Shop,59.56
2024-03-03,Grocery,-299.68
2024-11-22,Coffee Shop,478.94
2024-04-07,Utilities,107.36
2024-07-08,Grocery,489.25
2024-12-07,Restaurant,397.77
2024-10-12,"Restaurant, Special",305.26
2024-12-12,Utilities,-301.86
2024-01-28,Streaming Service,433.83
2024-12-03,Restaurant,-97.13
2024-12-17,"Utilities, Special",450.88
2024-08-12,Streaming Service,-196.55
2024-08-08,Pharmacy,-191.39
2024-10-14,Online Store,184.28
2024-01-03,Utilities,-289.64
2024-07-28,Streaming Service,182.28
2024-07-01,Grocery,-164.61
2024-04-02,Gym,-72.83
2024-10-19,RideShare,-123.0
2024-10-16,Coffee Shop,413.1
2024-03-14,Gym,314.62
2024-09-06,Online Store,-195.83
2024-07-30,Streaming Service,105.74
2024-03-25,RideShare,227.66
2024-05-18,RideShare,280.96
2024-12-14,Online Store,-248.59
2024-08-08,Pharmacy,-454.03
2024-02-21,Restaurant,243.65
2024-02-14,"Streaming Service, Special",-121.57
2024-09-19,Pharmacy,313.76
2024-07-16,Streaming Service,455.73
2024-11-11,Coffee Shop,-249.42
2024-05-10,Grocery,180.18
2024-11-28,Utilities,20.14
2024-08-06,Utilities,-82.91
2024-02-14,Online Store,-226.93
2024-10-14,Streaming Service,155.77
2024-02-21,Streaming Service,-472.34
2024-07-21,Utilities,-232.14
2024-08-03,Utilities,-364.78
2024-04-14,RideShare,102.47
2024-05-06,Utilities,-497.64
2024-12-10,Coffee Shop,299.8
2024-02-09,Pharmacy,1.17
2024-07-06,"Coffee Shop, Special",127.18
2024-05-03,Utilities,-348.1
2024-02-07,Online Store,325.97
2024-11-22,Online Store,-208.91
2024-01-03,Utilities,-420.45
2024-09-05,Grocery,-377.81
2024-10-31,Pharmacy,-465.04
2024-02-27,Coffee Shop,104.4
2024-05-05,Fuel,-43.5
2024-11-21,Gym,75.3
2024-12-18,"Grocery, Special",-494.3
2024-02-23,Utilities,251.82
2024-02-10,RideShare,-157.25
2024-04-18,Coffee Shop,349.94
2024-09-28,Online Store,-281.28
2024-09-18,RideShare,413.15
2024-06-09,Restaurant,-195.56
2024-11-12,Fuel,476.37
2024-01-30,Streaming Service,-366.63
2024-03-13,Streaming Service,406.11
2024-05-10,"Grocery, Special",-262.58
2024-09-23,Grocery,45.32
2024-04-13,Restaurant,67.9
2024-02-28,Coffee Shop,-332.27
2024-07-13,"Grocery, Special",361.12
2024-12-29,Online Store,197.89
2024-10-06,Online Store,236.03
2024-06-28,Coffee Shop,-115.62
2024-07-03,Coffee Shop,-457.07
2024-03-24,Fuel,-401.27
2024-08-27,Utilities,-209.87
2024-09-27,Online Store,-113.72
2024-12-13,Grocery,257.46
2024-07-24,RideShare,-387.06
2024-08-09,RideShare,241.97
2024-07-29,Coffee Shop,-492.94
2024-06-12,Fuel,7.2
2024-05-11,Coffee Shop,-266.14
2024-01-09,Coffee Shop,114.79
2024-06-02,Fuel,306.92
2024-06-22,Online Store,-476.84
2024-12-10,Grocery,-302.61
2024-11-07,Streaming Service,-425.74
2024-12-06,"Gym, Special",-177.65
2024-06-12,Grocery,1.8
2024-03-24,Streaming Service,429.09
2024-08-16,Grocery,-3.43
2024-05-08,Pharmacy,-7.86
2024-01-04,Streaming Service,-272.78
2024-01-13,RideShare,159.88
2024-01-21,Gym,-267.71
2024-06-16,Grocery,402.77
2024-08-14,Coffee Shop,94.94
2024-08-14,Online Store,-362.45
2024-04-05,"Utilities, Special",346.75
2024-10-07,Online Store,-138.99
2024-02-16,Coffee Shop,-306.72
2024-01-15,Pharmacy,349.83
2024-09-30,Grocery,117.95
2024-01-21,"Gym, Special",-197.15
2024-07-24,Gym,174.41
2024-11-22,Restaurant,-25.38
2024-02-09,Fuel,168.29
2024-05-19,Streaming Service,312.0
2024-08-13,Utilities,10.22
2024-07-26,Online Store,-410.44
2024-05-10,Grocery,160.24
2024-01-13,Restaurant,43.02
2024-02-11,Online Store,157.64
2024-03-02,Utilities,-375.7
2024-05-20,Gym,-0.15
2024-12-21,Pharmacy,-83.91
2024-02-06,Utilities,-370.75
2024-10-16,Pharmacy,-403.57
2024-01-20,Utilities,-405.44
2024-08-04,Restaurant,431.99
2024-09-04,RideShare,-459.88
2024-03-19,Online Store,-248.42
2024-06-28,Online Store,4.8
2024-03-24,RideShare,-364.02
2024-04-07,Coffee Shop,417.41
2024-11-21,Utilities,-317.41
2024-05-17,Streaming Service,-25.7
2024-04-30,Gym,-1.15
2024-08-22,Coffee Shop,376.41
2024-04-07,Online Store,-160.55
2024-08-29,Grocery,401.14
2024-01-16,Utilities,3.03
2024-12-06,Pharmacy,106.43
2024-09-27,Restaurant,-213.82
2024-05-26,Restaurant,-45.09
2024-10-26,Streaming Service,222.84
2024-07-20,Gym,-260.25
2024-02-09,Streaming Service,-83.69
2024-08-20,Pharmacy,471.22
2024-08-30,Online Store,480.62
2024-04-25,Online Store,394.95
2024-07-18,Coffee Shop,-395.64
2024-08-05,Online Store,279.54
2024-02-29,Restaurant,-366.81
2024-07-10,Pharmacy,-244.57
2024-12-18,Gym,373.67
2024-04-18,Pharmacy,368.74
2024-10-11,Pharmacy,-282.85
2024-07-05,"RideShare, Special",-224.06
2024-07-05,Gym,-382.81
2024-11-30,Restaurant,371.26
2024-03-16,Fuel,-32.81
